id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I.H.134819.T10.3.D1.1.count	I.H.134819.T11.3.D1.1.count	I.H.134819.T12.3.D1.1.count	I.H.134819.T14.3.D1.1.count	I.H.134819.T15.3.D1.1.count	I.H.134819.T16.3.D1.1.count	I.H.134819.T9.3.D1.1.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
572	T11	high	R1 77%	tandem_duplication	114	none	#974706	complex	17	2	17.chr11.2	17.chr11.2	9049526.5-9053000.5	9049526.5-9053000.5	0.000242092	11	9049525	9049528	11	9052999	9053002	-	-	DUP	3474	0	5	0	0	0	0	0	SCUBE2	SCUBE2	ENST00000450649	-1	1	intron	15	18	_	SCUBE2	SCUBE2	ENST00000450649	-1	1	intron	13	18	_	880
573	T11	high	R1 77%	tandem_duplication	115	none	#974706	tandem_duplication	18	1	18.chr11.1	18.chr11.2	12143909-12143909	12375187-12375187	NA	11	12143908	12143910	11	12375186	12375188	-	-	DUP	231278	0	17	0	0	0	0	0	MICAL2	MICAL2	ENST00000537344	1	_	5UTRintron	1	23	_	MICALCL	MICALCL	ENST00000256186	1	2	intron	7	9	_	820
574	T11	high	R1 77%	complex_unclassified	116	none	#974706	complex	19	2	19.chr11.1	19.chr11.2	16363773.5-16363773.5	16637523.5-16639412.5	0.000138109	11	16363773	16363774	11	16637687	16637688	-	-	DUP	273914	0	19	0	0	0	0	0	SOX6	SOX6	ENST00000396356	-1	_	5UTRintron	1	16	_	_	_	_	_	_	_	_	_	_	0
575	T11	high	R1 77%	complex_unclassified	116	none	#974706	complex	19	2	19.chr11.2	19.chr11.2	16637523.5-16639412.5	16637523.5-16639412.5	0.000138109	11	16637523	16637524	11	16639412	16639413	-	-	DUP	1889	0	9	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
576	T12_T15_T16	high	R2 26% / R4,R5 100%	simple_deletion	10	none	#BFD5BF	simple_deletion	28	1	NA	NA	NA	NA	NA	11	38113515	38113519	11	38121902	38121906	+	+	DEL	8387	0	0	15	0	59	48	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
579	T9	high	D1 6% / D2 58%	tandem_duplication	92	none	#CA9EF8	tandem_duplication	75	1	NA	NA	NA	NA	NA	11	73813007	73813010	11	73995647	73995650	-	-	DUP	182640	1	0	0	0	0	0	9	C2CD3	C2CD3	ENST00000334126	-1	0	intron	14	33	_	P4HA3	P4HA3	ENST00000331597	-1	0	intron	7	13	_	900
582	T14	high	R3 100%	complex_unclassified	49	none	#FF0080	complex	28	4	NA	NA	NA	NA	NA	11	98237600	98237601	11	98270373	98270374	+	-	H2H_INV	32773	0	0	0	38	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
581	T14	high	R3 100%	complex_unclassified	49	none	#FF0080	complex	28	4	NA	NA	NA	NA	NA	11	98238817	98238818	11	98261568	98261569	-	+	T2T_INV	22751	0	0	0	45	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
584	T14	high	R3 100%	complex_unclassified	49	none	#FF0080	complex	28	4	NA	NA	NA	NA	NA	11	98241307	98241308	11	98280883	98280884	+	-	H2H_INV	39576	0	0	0	31	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
585	T10/T9	high	D1,D2 100%	tandem_duplication	83	none	#7800F8	tandem_duplication	8	1	8.chr11.1	8.chr11.2	112336871-112336871	112435479-112435479	NA	11	112336866	112336876	11	112435474	112435484	-	-	DUP	98608	29	0	0	0	0	0	17	RP11-65M17.3	RP11-65M17.3	ENST00000528496	1	_	UTRintron	2	3	_	RP11-65M17.3	RP11-65M17.3	ENST00000529238	1	_	UTRintron	3	4	_	100
625	T10/T9	high	D1,D2 100%	chromothripsis	77	WNT5A	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.1	552660.5-1849464.5	552660.5-1849464.5	0.049987048	12	552660	552661	12	1849464	1849465	-	-	DUP	1296804	1767	0	0	0	0	0	1430	-	-	_	_	_	_	_	_	_	ADIPOR2	ADIPOR2	ENST00000357103	1	_	5UTRintron	1	8	_	0
149	T9	high	D1 6% / D2 58%	complex_unclassified	93	WNT5A	#CA9EF8	inversion	76	1	NA	NA	NA	NA	NA	12	579542	579542	12	69304926	69304928	+	-	H2H_INV	68725384	1	0	0	0	0	0	22	B4GALNT3	B4GALNT3	ENST00000266383	1	1	intron	1	20	_	CPM	CPM	ENST00000551568	-1	1	intron	2	9	_	900
78	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.1	552660.5-1849464.5	552660.5-1849464.5	0.049987048	12	583171	583171	12	1145606	1145608	+	-	H2H_INV	562435	59	0	0	0	0	0	68	B4GALNT3	B4GALNT3	ENST00000266383	1	1	intron	1	20	_	ERC1	ERC1	ENST00000397203	1	0	intron	2	19	_	540
80	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.1	552660.5-1849464.5	552660.5-1849464.5	0.049987048	12	586687	586689	12	1155593	1155595	-	-	DUP	568906	75	0	0	0	0	0	60	B4GALNT3	B4GALNT3	ENST00000266383	1	1	intron	1	20	_	ERC1	ERC1	ENST00000397203	1	0	intron	2	19	_	700
338	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.13	552660.5-1849464.5	122379275-123117264	0.049987048	12	667659	667661	12	122526752	122526754	-	-	DUP	121859093	106	0	0	0	0	0	44	B4GALNT3	B4GALNT3	ENST00000266383	1	0	intron	17	20	_	MLXIP	MLXIP	ENST00000319080	1	2	intron	1	17	_	700
70	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.1	552660.5-1849464.5	552660.5-1849464.5	0.049987048	12	671623	671625	12	977262	977262	-	+	T2T_INV	305639	2	0	0	0	0	0	4	B4GALNT3	B4GALNT3	ENST00000266383	1	_	3UTRexon	20	20	_	WNK1	WNK1	ENST00000315939	1	0	intron	8	28	_	560
300	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.11	552660.5-1849464.5	118558324-119133904	0.049987048	12	671826	671826	12	118829227	118829227	+	+	DEL	118157401	3	0	0	0	0	0	3	B4GALNT3	B4GALNT3	ENST00000266383	1	_	3UTRexon	20	20	_	SUDS3	SUDS3	ENST00000543473	1	1	intron	6	12	_	620
349	T9	high	D1 6% / D2 58%	DM	93	MDM2|CDK4	#CA9EF8	tandem_duplication	77	1	NA	NA	NA	NA	NA	12	684961	684963	12	122721858	122721860	-	-	DUP	122036897	0	0	0	0	0	0	40	NINJ2	NINJ2	ENST00000305108	-1	0	intron	1	4	_	VPS33A	VPS33A	ENST00000267199	-1	0	intron	10	13	_	900
228	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.7	552660.5-1849464.5	68918255-70696766	0.049987048	12	692816	692818	12	70311034	70311036	-	-	DUP	69618218	3	0	0	0	0	0	16	NINJ2	NINJ2	ENST00000305108	-1	0	intron	1	4	_	_	_	_	_	_	_	_	_	_	0
186	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.7	552660.5-1849464.5	68918255-70696766	0.049987048	12	715451	715451	12	69829528	69829528	+	+	DEL	69114077	6	0	0	0	0	0	16	NINJ2	NINJ2	ENST00000305108	-1	0	intron	1	4	_	_	_	_	_	_	_	_	_	_	0
261	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.8	552660.5-1849464.5	70893131-70984312	0.049987048	12	719531	719533	12	70908517	70908517	-	+	T2T_INV	70188986	75	0	0	0	0	0	41	NINJ2	NINJ2	ENST00000305108	-1	0	intron	1	4	_	_	_	_	_	_	_	_	_	_	0
167	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.7	552660.5-1849464.5	68918255-70696766	0.049987048	12	729737	729737	12	69562823	69562825	+	-	H2H_INV	68833086	5	0	0	0	0	0	20	NINJ2	NINJ2	ENST00000305108	-1	0	intron	1	4	_	_	_	_	_	_	_	_	_	_	0
74	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.1	552660.5-1849464.5	552660.5-1849464.5	0.049987048	12	729966	729968	12	1011348	1011350	-	-	DUP	281382	2	0	0	0	0	0	10	NINJ2	NINJ2	ENST00000305108	-1	0	intron	1	4	_	WNK1	WNK1	ENST00000315939	1	1	intron	26	28	_	540
164	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.7	552660.5-1849464.5	68918255-70696766	0.049987048	12	736047	736048	12	69543888	69543889	+	+	DEL	68807841	2	0	0	0	0	0	25	NINJ2	NINJ2	ENST00000305108	-1	0	intron	1	4	_	_	_	_	_	_	_	_	_	_	0
76	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.1	552660.5-1849464.5	552660.5-1849464.5	0.049987048	12	737517	737519	12	1044824	1044826	-	-	DUP	307307	71	0	0	0	0	0	72	NINJ2	NINJ2	ENST00000305108	-1	0	intron	1	4	_	RAD52	RAD52	ENST00000430095	-1	_	5UTRintron	1	12	_	200
87	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.1	552660.5-1849464.5	552660.5-1849464.5	0.049987048	12	745250	745252	12	1523965	1523965	-	+	T2T_INV	778715	7	0	0	0	0	0	29	NINJ2	NINJ2	ENST00000305108	-1	0	intron	1	4	_	ERC1	ERC1	ENST00000397203	1	0	intron	17	19	_	900
77	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.1	552660.5-1849464.5	552660.5-1849464.5	0.049987048	12	751673	751673	12	1062280	1062280	+	+	DEL	310607	62	0	0	0	0	0	45	NINJ2	NINJ2	ENST00000305108	-1	0	intron	1	4	_	RAD52	RAD52	ENST00000430095	-1	_	5UTRintron	1	12	_	200
72	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.1	552660.5-1849464.5	552660.5-1849464.5	0.049987048	12	752666	752668	12	994113	994115	-	-	DUP	241447	83	0	0	0	0	0	44	NINJ2	NINJ2	ENST00000305108	-1	0	intron	1	4	_	WNK1	WNK1	ENST00000315939	1	_	exon	19	28	_	500
81	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.1	552660.5-1849464.5	552660.5-1849464.5	0.049987048	12	767207	767209	12	1229070	1229070	-	+	T2T_INV	461863	83	0	0	0	0	0	74	NINJ2	NINJ2	ENST00000305108	-1	0	intron	1	4	_	ERC1	ERC1	ENST00000397203	1	0	intron	7	19	_	900
88	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.1	552660.5-1849464.5	552660.5-1849464.5	0.049987048	12	786281	786283	12	1532764	1532764	-	+	T2T_INV	746483	644	0	0	0	0	0	41	RP11-218M22.2	RP11-218M22.2	ENST00000541881	-1	_	UTRintron	2	3	_	ERC1	ERC1	ENST00000397203	1	0	intron	17	19	_	180
94	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.1	552660.5-1849464.5	552660.5-1849464.5	0.049987048	12	791773	791773	12	1796849	1796849	+	+	DEL	1005076	3	0	0	0	0	0	26	RP11-218M22.2	RP11-218M22.2	ENST00000541881	-1	_	UTRintron	1	3	_	_	_	_	_	_	_	_	_	_	0
69	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.1	552660.5-1849464.5	552660.5-1849464.5	0.049987048	12	792883	792885	12	834767	834767	-	+	T2T_INV	41884	5	0	0	0	0	0	18	RP11-218M22.2	RP11-218M22.2	ENST00000541881	-1	_	UTRintron	1	3	_	_	_	_	_	_	_	_	_	_	0
311	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.11	552660.5-1849464.5	118558324-119133904	0.049987048	12	820419	820419	12	119050651	119050651	+	+	DEL	118230232	87	0	0	0	0	0	75	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
173	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.7	552660.5-1849464.5	68918255-70696766	0.049987048	12	820873	820875	12	69652416	69652418	-	-	DUP	68831543	66	0	0	0	0	0	60	_	_	_	_	_	_	_	_	_	CPSF6	CPSF6	ENST00000435070	1	_	exon	6	10	_	0
161	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.7	552660.5-1849464.5	68918255-70696766	0.049987048	12	821905	821905	12	69495987	69495989	+	-	H2H_INV	68674082	66	0	0	0	0	0	51	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
281	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.11	552660.5-1849464.5	118558324-119133904	0.049987048	12	827563	827565	12	118576729	118576731	-	-	DUP	117749166	65	0	0	0	0	0	83	_	_	_	_	_	_	_	_	_	PEBP1	PEBP1	ENST00000261313	1	2	intron	2	4	_	0
143	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.7	552660.5-1849464.5	68918255-70696766	0.049987048	12	834840	834842	12	69268548	69268548	-	+	T2T_INV	68433708	6	0	0	0	0	0	19	_	_	_	_	_	_	_	_	_	CPM	CPM	ENST00000551568	-1	0	intron	3	9	_	0
145	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.7	552660.5-1849464.5	68918255-70696766	0.049987048	12	834947	834949	12	69268834	69268836	-	-	DUP	68433887	7	0	0	0	0	0	31	_	_	_	_	_	_	_	_	_	CPM	CPM	ENST00000551568	-1	0	intron	3	9	_	0
144	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.7	552660.5-1849464.5	68918255-70696766	0.049987048	12	835103	835103	12	69268563	69268563	+	+	DEL	68433460	14	0	0	0	0	0	57	_	_	_	_	_	_	_	_	_	CPM	CPM	ENST00000551568	-1	0	intron	3	9	_	0
90	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.1	552660.5-1849464.5	552660.5-1849464.5	0.049987048	12	852740	852740	12	1663808	1663810	+	-	H2H_INV	811068	623	0	0	0	0	0	42	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
287	T9	high	D1 6% / D2 58%	DM	93	MDM2|CDK4	#CA9EF8	complex	32	3	NA	NA	NA	NA	NA	12	854835	854835	12	118596717	118596719	+	-	H2H_INV	117741882	0	0	0	0	0	0	9	_	_	_	_	_	_	_	_	_	TAOK3	TAOK3	ENST00000392533	-1	0	intron	19	21	_	0
257	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.7	552660.5-1849464.5	68918255-70696766	0.049987048	12	860941	860941	12	70696765	70696767	+	-	H2H_INV	69835824	4	0	0	0	0	0	15	_	_	_	_	_	_	_	_	_	CNOT2	CNOT2	ENST00000229195	1	0	intron	2	16	_	0
305	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.11	552660.5-1849464.5	118558324-119133904	0.049987048	12	861525	861525	12	118874080	118874080	+	+	DEL	118012555	78	0	0	0	0	0	47	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
206	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.7	552660.5-1849464.5	68918255-70696766	0.049987048	12	861537	861537	12	70066994	70066996	+	-	H2H_INV	69205457	47	0	0	0	0	0	35	_	_	_	_	_	_	_	_	_	BEST3	BEST3	ENST00000330891	-1	0	intron	7	10	_	0
91	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.1	552660.5-1849464.5	552660.5-1849464.5	0.049987048	12	862105	862107	12	1680032	1680034	-	-	DUP	817927	58	0	0	0	0	0	49	WNK1	WNK1	ENST00000535572	1	_	5UTRexon	1	26	_	FBXL14	FBXL14	ENST00000339235	-1	0	intron	1	2	_	580
102	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.4	552660.5-1849464.5	49051325-49068835	0.049987048	12	863944	863946	12	49068835	49068835	-	+	T2T_INV	48204891	2	0	0	0	0	0	39	WNK1	WNK1	ENST00000315939	1	0	intron	1	28	_	KANSL2	KANSL2	ENST00000420613	-1	2	intron	4	10	_	700
312	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.11	552660.5-1849464.5	118558324-119133904	0.049987048	12	870618	870620	12	119124452	119124454	-	-	DUP	118253834	3	0	0	0	0	0	8	WNK1	WNK1	ENST00000315939	1	0	intron	1	28	_	_	_	_	_	_	_	_	_	_	0
289	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.11	552660.5-1849464.5	118558324-119133904	0.049987048	12	873435	873435	12	118650875	118650877	+	-	H2H_INV	117777440	2	0	0	0	0	0	9	WNK1	WNK1	ENST00000315939	1	0	intron	1	28	_	TAOK3	TAOK3	ENST00000392533	-1	2	intron	10	21	_	700
82	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.1	552660.5-1849464.5	552660.5-1849464.5	0.049987048	12	883186	883186	12	1269039	1269039	+	+	DEL	385853	2	0	0	0	0	0	18	WNK1	WNK1	ENST00000315939	1	0	intron	1	28	_	ERC1	ERC1	ENST00000397203	1	0	intron	8	19	_	900
86	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.1	552660.5-1849464.5	552660.5-1849464.5	0.049987048	12	898036	898038	12	1412477	1412479	-	-	DUP	514441	5	0	0	0	0	0	17	WNK1	WNK1	ENST00000315939	1	0	intron	1	28	_	ERC1	ERC1	ENST00000397203	1	2	intron	15	19	_	700
84	T9	high	D1 6% / D2 58%	DM	93	MDM2|CDK4	#CA9EF8	complex	28	2	NA	NA	NA	NA	NA	12	911159	911159	12	1358153	1358153	+	+	DEL	446994	1	0	0	0	0	0	19	WNK1	WNK1	ENST00000315939	1	0	intron	1	28	_	ERC1	ERC1	ENST00000397203	1	0	intron	13	19	_	900
85	T9	high	D1 6% / D2 58%	DM	93	MDM2|CDK4	#CA9EF8	complex	28	2	NA	NA	NA	NA	NA	12	915585	915587	12	1358272	1358274	-	-	DUP	442687	1	0	0	0	0	0	17	WNK1	WNK1	ENST00000315939	1	0	intron	1	28	_	ERC1	ERC1	ENST00000397203	1	0	intron	13	19	_	900
110	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.5	552660.5-1849464.5	57937123-58266054	0.049987048	12	936738	936738	12	58080613	58080615	+	-	H2H_INV	57143875	86	0	0	0	0	0	55	WNK1	WNK1	ENST00000315939	1	1	intron	3	28	_	_	_	_	_	_	_	_	_	_	0
241	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.7	552660.5-1849464.5	68918255-70696766	0.049987048	12	961329	961329	12	70576740	70576740	+	+	DEL	69615411	2	0	0	0	0	0	32	WNK1	WNK1	ENST00000315939	1	0	intron	4	28	_	RP11-320P7.2	RP11-320P7.2	ENST00000552324	1	_	UTRintron	1	3	_	200
299	T9	high	D1 6% / D2 58%	DM	93	MDM2|CDK4	#CA9EF8	complex	31	3	NA	NA	NA	NA	NA	12	977260	977262	12	118829226	118829226	-	+	T2T_INV	117851966	0	0	0	0	0	0	8	WNK1	WNK1	ENST00000315939	1	0	intron	8	28	_	SUDS3	SUDS3	ENST00000543473	1	1	intron	6	12	_	540
71	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.1	552660.5-1849464.5	552660.5-1849464.5	0.049987048	12	979038	979038	12	987943	987943	+	+	DEL	8905	7	0	0	0	0	0	12	WNK1	WNK1	ENST00000315939	1	0	intron	8	28	_	WNK1	WNK1	ENST00000315939	1	0	intron	10	28	_	880
357	T9	high	D1 6% / D2 58%	DM	93	MDM2|CDK4	#CA9EF8	complex	31	3	NA	NA	NA	NA	NA	12	984434	984434	12	122864674	122864674	+	+	DEL	121880240	0	0	0	0	0	0	16	WNK1	WNK1	ENST00000315939	1	0	intron	9	28	_	CLIP1	CLIP1	ENST00000358808	-1	1	intron	2	25	_	540
224	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.7	552660.5-1849464.5	68918255-70696766	0.049987048	12	997714	997714	12	70257442	70257444	+	-	H2H_INV	69259728	64	0	0	0	0	0	36	WNK1	WNK1	ENST00000315939	1	0	intron	20	28	_	_	_	_	_	_	_	_	_	_	0
342	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.13	552660.5-1849464.5	122379275-123117264	0.049987048	12	998675	998675	12	122627019	122627019	+	+	DEL	121628344	89	0	0	0	0	0	41	WNK1	WNK1	ENST00000315939	1	0	intron	21	28	_	MLXIP	MLXIP	ENST00000319080	1	_	3UTRexon	17	17	_	200
73	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.1	552660.5-1849464.5	552660.5-1849464.5	0.049987048	12	999140	999142	12	1002954	1002954	-	+	T2T_INV	3814	76	0	0	0	0	0	51	WNK1	WNK1	ENST00000315939	1	0	intron	21	28	_	WNK1	WNK1	ENST00000315939	1	1	intron	22	28	_	530
105	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.5	552660.5-1849464.5	57937123-58266054	0.049987048	12	999837	999839	12	57938742	57938742	-	+	T2T_INV	56938905	61	0	0	0	0	0	54	WNK1	WNK1	ENST00000315939	1	1	intron	22	28	_	DCTN2	DCTN2	ENST00000548249	-1	0	intron	2	14	_	700
252	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.7	552660.5-1849464.5	68918255-70696766	0.049987048	12	1003116	1003116	12	70651537	70651537	+	+	DEL	69648421	58	0	0	0	0	0	47	WNK1	WNK1	ENST00000315939	1	1	intron	22	28	_	CNOT2	CNOT2	ENST00000229195	1	_	5UTRintron	1	16	_	200
368	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.13	552660.5-1849464.5	122379275-123117264	0.049987048	12	1007479	1007479	12	123076621	123076621	+	+	DEL	122069142	97	0	0	0	0	0	65	WNK1	WNK1	ENST00000315939	1	1	intron	25	28	_	KNTC1	KNTC1	ENST00000333479	1	0	intron	42	64	_	700
104	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.5	552660.5-1849464.5	57937123-58266054	0.049987048	12	1008571	1008573	12	57937122	57937124	-	-	DUP	56928551	64	0	0	0	0	0	46	WNK1	WNK1	ENST00000315939	1	1	intron	25	28	_	DCTN2	DCTN2	ENST00000548249	-1	0	intron	2	14	_	540
152	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.7	552660.5-1849464.5	68918255-70696766	0.049987048	12	1033860	1033862	12	69365368	69365370	-	-	DUP	68331508	62	0	0	0	0	0	51	RAD52	RAD52	ENST00000358495	-1	0	intron	7	12	_	_	_	_	_	_	_	_	_	_	0
92	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.1	552660.5-1849464.5	552660.5-1849464.5	0.049987048	12	1040281	1040283	12	1691856	1691858	-	-	DUP	651575	28	0	0	0	0	0	10	RAD52	RAD52	ENST00000358495	-1	0	intron	3	12	_	FBXL14	FBXL14	ENST00000339235	-1	0	intron	1	2	_	900
270	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.9	552660.5-1849464.5	77615907-77617111	0.049987048	12	1040604	1040604	12	77616775	77616775	+	+	DEL	76576171	22	0	0	0	0	0	7	RAD52	RAD52	ENST00000358495	-1	0	intron	2	12	_	RP1-81P11.1	RP1-81P11.1	ENST00000552060	-1	_	UTRintron	1	2	_	200
83	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.1	552660.5-1849464.5	552660.5-1849464.5	0.049987048	12	1045407	1045409	12	1308892	1308894	-	-	DUP	263485	76	0	0	0	0	0	72	RAD52	RAD52	ENST00000358495	-1	_	5UTRintron	1	12	_	ERC1	ERC1	ENST00000397203	1	2	intron	12	19	_	580
217	T10/T9	high	D1,D2 100%	chromothripsis	77	MDM2|CDK4	#7800F8	complex	3_1	191	3.chr12.1	3.chr12.7	552660.5-1849464.5	68918255-70696766	0.049987048	12	1047141	1047141	12	70176976	70176976	+	+	DEL	69129835	66	0	0	0	0	0	52	RAD52	RAD52	ENST00000358495	-1	_	5UTRintron	1	12	_	RAB3IP	RAB3IP	ENST00000550536	1	0	intron	3	11	_	580
