presence.summary	color	subs_clone	confidence	id	event_type	event_id	csv_locus	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I-H-103207-T2-1-D1-1.count	I-H-103207-T3-1-D1-1.count	I-H-103207-T4-1-D1-1.count	I-H-103207-T5-1-D1-1.count	I-H-103207-T6-1-D1-1.count	I-H-103207-T7-1-D1-1.count	I-H-103207-T8-1-D1-1.count	I-H-103207-T9-1-D1-1.count	I-H-103207-T10-1-D1-1.count	I-H-103207-T11-1-D1-1.count	T1.count	N2.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag	chr1.mbrass	strand1.mbrass	start1.mbrass	end1.mbrass	chr2.mbrass	presence.I.H.103207.T2.1.D1.1	presence.I.H.103207.T3.1.D1.1	presence.I.H.103207.T4.1.D1.1	presence.I.H.103207.T5.1.D1.1	presence.I.H.103207.T6.1.D1.1	presence.I.H.103207.T7.1.D1.1	presence.I.H.103207.T8.1.D1.1	presence.I.H.103207.T9.1.D1.1	presence.I.H.103207.T10.1.D1.1	presence.I.H.103207.T11.1.D1.1	presence.I.H.103207.T1.1.D1.1	presence.I.H.103207.N2.1.D1.1	I.H.103207.N2.1.D1.1__numcallers	I.H.103207.N2.1.D1.1__callers	I.H.103207.N2.1.D1.1__numreads_brass	I.H.103207.N2.1.D1.1__numreads_svaba	I.H.103207.N2.1.D1.1__numreads_gridss	I.H.103207.T10.1.D1.1__numcallers	I.H.103207.T10.1.D1.1__callers	I.H.103207.T10.1.D1.1__numreads_brass	I.H.103207.T10.1.D1.1__numreads_svaba	I.H.103207.T10.1.D1.1__numreads_gridss	I.H.103207.T11.1.D1.1__numcallers	I.H.103207.T11.1.D1.1__callers	I.H.103207.T11.1.D1.1__numreads_brass	I.H.103207.T11.1.D1.1__numreads_svaba	I.H.103207.T11.1.D1.1__numreads_gridss	I.H.103207.T2.1.D1.1__numcallers	I.H.103207.T2.1.D1.1__callers	I.H.103207.T2.1.D1.1__numreads_brass	I.H.103207.T2.1.D1.1__numreads_svaba	I.H.103207.T2.1.D1.1__numreads_gridss	I.H.103207.T3.1.D1.1__numcallers	I.H.103207.T3.1.D1.1__callers	I.H.103207.T3.1.D1.1__numreads_brass	I.H.103207.T3.1.D1.1__numreads_svaba	I.H.103207.T3.1.D1.1__numreads_gridss	I.H.103207.T4.1.D1.1__numcallers	I.H.103207.T4.1.D1.1__callers	I.H.103207.T4.1.D1.1__numreads_brass	I.H.103207.T4.1.D1.1__numreads_svaba	I.H.103207.T4.1.D1.1__numreads_gridss	I.H.103207.T5.1.D1.1__numcallers	I.H.103207.T5.1.D1.1__callers	I.H.103207.T5.1.D1.1__numreads_brass	I.H.103207.T5.1.D1.1__numreads_svaba	I.H.103207.T5.1.D1.1__numreads_gridss	I.H.103207.T6.1.D1.1__numcallers	I.H.103207.T6.1.D1.1__callers	I.H.103207.T6.1.D1.1__numreads_brass	I.H.103207.T6.1.D1.1__numreads_svaba	I.H.103207.T6.1.D1.1__numreads_gridss	I.H.103207.T7.1.D1.1__numcallers	I.H.103207.T7.1.D1.1__callers	I.H.103207.T7.1.D1.1__numreads_brass	I.H.103207.T7.1.D1.1__numreads_svaba	I.H.103207.T7.1.D1.1__numreads_gridss	I.H.103207.T8.1.D1.1__numcallers	I.H.103207.T8.1.D1.1__callers	I.H.103207.T8.1.D1.1__numreads_brass	I.H.103207.T8.1.D1.1__numreads_svaba	I.H.103207.T8.1.D1.1__numreads_gridss	I.H.103207.T9.1.D1.1__numcallers	I.H.103207.T9.1.D1.1__callers	I.H.103207.T9.1.D1.1__numreads_brass	I.H.103207.T9.1.D1.1__numreads_svaba	I.H.103207.T9.1.D1.1__numreads_gridss	presence.summary
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	44	chromothripsis	13	mycn	2	15933281	15933283	2	15967466	15967468	-	-	0	0	0	0	0	85	13	0	8	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	15933211	15933433	2	0	0	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	8	NA	NA	NA	NA	NA	NA	NA	T5_T6_T8
T9	#B3999F	D1 94%	high	268	complex_unclassified	32	mycn	2	15935995	15935997	2	16433374	16433376	-	-	0	0	0	0	0	0	0	0	0	115	0	0	1	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	15935914	15936147	2	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	115	NA	NA	T9
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	51	chromothripsis	13	mycn	2	15942271	15942273	2	15976289	15976289	-	+	0	0	0	0	0	21	16	2	10	0	0	0	0	0	AC113608.1	AC113608.1	ENST00000448379	-1	_	UTRintron	1	2	_	_	_	_	_	_	_	_	_	_	0	2	-	15942210	15942423	2	0	0	0	1	1	1	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	10	NA	NA	NA	NA	NA	NA	NA	T5_T6_T7_T8
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	75	chromothripsis	13	mycn	2	15943499	15943501	2	16039706	16039708	-	-	0	0	0	0	0	10	5	0	2	0	0	0	0	0	AC113608.1	AC113608.1	ENST00000448379	-1	_	UTRintron	1	2	_	_	_	_	_	_	_	_	_	_	0	2	-	15943336	15943651	2	0	0	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T5_T6_T8
T5_T6_T8_T10_T11	#00A88C	A1,A2,A4,A1_PD1,A2_PD1 100%	high	221	complex_unclassified	6	mycn	2	15948343	15948343	2	16345164	16345164	+	+	0	0	1	1	5	733	872	22	301	8	955	1041	0	0	AC113608.1	AC113608.1	ENST00000448379	-1	_	UTRintron	1	2	_	_	_	_	_	_	_	_	_	_	0	2	+	15948274	15948275	2	0	0	1	1	1	1	1	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	1078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	739	NA	NA	1	brass	904	NA	NA	1	gridss	NA	NA	23	1	brass	314	NA	NA	NA	NA	NA	NA	NA	T4_T5_T6_T7_T8_T9_T10_T11
T5_T6_T8_T10_T11	#00A88C	A1,A2,A4,A1_PD1,A2_PD1 100%	high	173	complex_unclassified	6	mycn	2	15949205	15949205	2	16195922	16195924	+	-	0	0	4	3	1	756	879	20	307	3	961	1011	0	1	AC113608.1	AC113608.1	ENST00000448379	-1	_	UTRintron	1	2	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	1	4	_	100	2	+	15949119	15949120	2	1	1	0	1	1	1	1	1	1	1	0	0	NA	NA	NA	NA	NA	1	brass	1060	NA	NA	1	brass	1011	NA	NA	NA	NA	NA	NA	NA	1	brass	4	NA	NA	NA	NA	NA	NA	NA	1	brass	840	NA	NA	1	brass	976	NA	NA	NA	NA	NA	NA	NA	1	brass	341	NA	NA	NA	NA	NA	NA	NA	T2_T3_T5_T6_T7_T8_T9_T10_T11
T5_T6_T8_T10_T11	#00A88C	A1,A2,A4,A1_PD1,A2_PD1 100%	high	69	complex_unclassified	6	mycn	2	15950064	15950066	2	16019056	16019056	-	+	0	0	1	1	1	419	460	17	174	1	654	656	0	1	AC113608.1	AC113608.1	ENST00000448379	-1	_	UTRintron	1	2	_	_	_	_	_	_	_	_	_	_	0	2	-	15950211	15950238	2	0	0	0	1	1	1	1	0	1	1	0	0	NA	NA	NA	NA	NA	1	brass	654	NA	NA	1	brass	656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	419	NA	NA	1	brass	460	NA	NA	2	svaba,gridss	NA	20	20	1	brass	174	NA	NA	NA	NA	NA	NA	NA	T5_T6_T7_T8_T10_T11
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	42	chromothripsis	13	mycn	2	15960827	15960829	2	15961811	15961811	-	+	0	0	0	3	5	12	21	1	9	8	5	2	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	15960818	15960979	2	0	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	8	NA	NA	T3_T4_T5_T6_T8_T9_T10_T11
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	43	chromothripsis	13	mycn	2	15960845	15960845	2	15961858	15961860	+	-	0	0	1	4	12	25	19	1	6	6	4	2	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	15960889	15961199	2	0	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T3_T4_T5_T6_T8_T9_T10_T11
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	208	chromothripsis	13	mycn	2	15964425	15964427	2	16265749	16265751	-	-	0	0	0	0	0	21	12	2	6	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	15964317	15964577	2	0	0	0	1	1	1	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	gridss,brass	6	NA	6	NA	NA	NA	NA	NA	T5_T6_T7_T8
T2	#942093	TR1 93%	high	246	complex_unclassified	31	mycn	2	15964808	15964810	2	16381090	16381092	-	-	0	0	12	0	1	0	0	0	0	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	15964738	15964960	2	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	gridss,svaba	NA	12	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T2
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	74	chromothripsis	13	mycn	2	15968404	15968404	2	16039109	16039109	+	+	0	0	0	1	0	107	18	1	12	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	15968319	15968585	2	0	0	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	107	NA	NA	1	brass	18	NA	NA	NA	NA	NA	NA	NA	1	brass	12	NA	NA	NA	NA	NA	NA	NA	T5_T6_T8
T4	#E2705D	R1 44%	high	60	complex_unclassified	30	mycn	2	15977365	15977365	2	16000272	16000274	+	-	0	0	0	0	11	0	0	0	1	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	15977269	15977669	2	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T4
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	292	chromothripsis	13	mycn	2	15977835	15977835	2	16461479	16461481	+	-	0	0	0	0	0	23	10	1	16	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	15977758	15977889	2	0	0	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	16	NA	NA	NA	NA	NA	NA	NA	T5_T6_T8
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	77	chromothripsis	13	mycn	2	15987255	15987257	2	16042509	16042509	-	+	0	0	0	0	0	15	9	0	7	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	15987103	15987407	2	0	0	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	7	NA	NA	NA	NA	NA	NA	NA	T5_T6_T8
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	54	chromothripsis	13	mycn	2	15987795	15987795	2	15989086	15989088	+	-	0	0	0	5	6	20	19	0	6	3	9	2	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	15988124	15988125	2	0	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T3_T4_T5_T6_T8_T9_T10_T11
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	53	chromothripsis	13	mycn	2	15988078	15988080	2	15988874	15988874	-	+	0	0	2	2	3	22	21	0	7	1	8	4	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	15987945	15987993	2	1	1	1	1	1	0	1	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	7	NA	NA	NA	NA	NA	NA	NA	T2_T3_T4_T5_T6_T8_T10_T11
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	56	chromothripsis	13	mycn	2	15988079	15988081	2	15989364	15989364	-	+	0	0	2	2	3	22	21	0	7	1	8	4	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	15987945	15987993	2	1	1	1	1	1	0	1	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T2_T3_T4_T5_T6_T8_T10_T11
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	55	chromothripsis	13	mycn	2	15988255	15988255	2	15989086	15989088	+	-	0	0	0	5	6	20	19	0	6	3	9	2	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	15988124	15988125	2	0	1	1	1	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T3_T4_T5_T6_T8_T9_T10_T11
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	59	chromothripsis	13	mycn	2	15994433	15994435	2	15995887	15995887	-	+	0	0	1	2	7	5	18	1	5	3	3	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	15994422	15994548	2	0	1	1	1	1	0	1	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T3_T4_T5_T6_T8_T9_T10
T9	#B3999F	D1 94%	high	265	complex_unclassified	32	mycn	2	15997588	15997588	2	16423442	16423444	+	-	0	0	0	0	0	0	0	0	0	99	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	15997522	15997696	2	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	99	NA	NA	T9
T4	#E2705D	R1 44%	high	72	complex_unclassified	30	mycn	2	16001170	16001172	2	16034067	16034069	-	-	0	0	0	0	14	0	0	0	0	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	16001011	16001322	2	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T4
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	149	chromothripsis	13	mycn	2	16005725	16005727	2	16173476	16173478	-	-	0	0	0	0	0	17	21	1	13	0	0	0	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0	2	-	16005642	16005877	2	0	0	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T5_T6_T8
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	255	chromothripsis	13	mycn	2	16011500	16011500	2	16398287	16398287	+	+	0	0	0	0	1	242	21	0	11	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	16011427	16011584	2	0	0	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T5_T6_T8
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	174	chromothripsis	13	mycn	2	16017975	16017977	2	16196002	16196002	-	+	0	0	0	0	0	21	14	2	13	0	0	0	0	0	_	_	_	_	_	_	_	_	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	1	4	_	0	2	-	16017984	16018127	2	0	0	0	1	1	1	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	13	NA	NA	NA	NA	NA	NA	NA	T5_T6_T7_T8
T5_T6_T8_T10_T11	#00A88C	A1,A2,A4,A1_PD1,A2_PD1 100%	high	273	complex_unclassified	6	mycn	2	16018150	16018150	2	16436022	16436022	+	+	0	0	3	1	1	616	746	26	284	3	952	976	0	2	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	16018064	16018065	2	1	0	0	1	1	1	1	1	1	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	1018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	657	NA	NA	1	brass	778	NA	NA	2	svaba,gridss	NA	0	23	1	brass	297	NA	NA	NA	NA	NA	NA	NA	T2_T5_T6_T7_T8_T9_T10_T11_N2
T9	#B3999F	D1 94%	high	70	complex_unclassified	32	mycn	2	16019045	16019045	2	16020725	16020725	+	+	0	0	0	0	0	0	0	0	0	16	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	16018968	16019224	2	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	16	NA	NA	T9
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	242	chromothripsis	13	mycn	2	16028806	16028808	2	16376518	16376520	-	-	0	0	0	0	0	87	10	0	7	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	16028771	16028859	2	0	0	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T5_T6_T8
T10	#00B050	A1_PD1 100%	high	157	complex_unclassified	20	mycn	2	16043043	16043043	2	16177224	16177226	+	-	0	0	0	0	0	0	0	0	0	0	11	0	0	0	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0	2	+	16042964	16043338	2	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	1	brass	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T10
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	80	chromothripsis	13	mycn	2	16044213	16044215	2	16045187	16045187	-	+	0	0	1	0	5	11	6	0	1	1	0	1	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	16044349	16044364	2	0	0	1	1	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T4_T5_T6
T5_T6_T8	#FF9D00	A1 26%/A2 17%/A4 79%/A2_PD1 3%	high	261	chromothripsis	13	mycn	2	16051829	16051829	2	16418593	16418593	+	+	0	0	1	0	0	87	16	1	6	0	0	0	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	16051756	16051941	2	0	0	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	87	NA	NA	1	brass	16	NA	NA	NA	NA	NA	NA	NA	1	brass	6	NA	NA	NA	NA	NA	NA	NA	T5_T6_T8
T10	#00B050	A1_PD1 100%	high	229	complex_unclassified	20	mycn	2	16052862	16052862	2	16365702	16365704	+	-	0	0	0	0	0	0	0	0	0	0	10	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	+	16052791	16053193	2	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	1	brass	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T10
T5_T6_T8_T10_T11	#00A88C	A1,A2,A4,A1_PD1,A2_PD1 100%	high	120	complex_unclassified	6	mycn	2	16055812	16055814	2	16126459	16126459	-	+	0	0	2	2	4	734	825	28	281	9	927	1022	0	2	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0	2	-	16055927	16055964	2	1	1	1	1	1	1	1	1	1	1	0	1	NA	NA	NA	NA	NA	1	brass	927	NA	NA	1	brass	1022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	brass	734	NA	NA	1	brass	825	NA	NA	2	svaba,gridss	NA	23	28	1	brass	281	NA	NA	1	brass	9	NA	NA	T2_T3_T4_T5_T6_T7_T8_T9_T10_T11_N2
