id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I.H.116987.T1.1.D1.1.count	I.H.116987.T2.1.D1.1.count	I.H.116987.T3.1.D1.1.count	I.H.116987.T4.1.D1.1.count	I.H.116987.T5.1.D1.1.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
295	T1_T2_T5	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1	29	1.chr2.1	1.chr2.1	15022682.5-16524047	15022682.5-16524047	0.000825915	2	16139968	16139969	2	16390450	16390451	+	+	0	0	2337	2073	1	0	14	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
291	T1_T2_T5	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1	29	1.chr2.1	1.chr2.1	15022682.5-16524047	15022682.5-16524047	0.000825915	2	16151184	16151186	2	16385683	16385685	+	-	0	0	1938	1527	0	1	6	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
315	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16152131	16152133	2	16412336	16412336	-	+	0	0	339	311	0	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
342	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16167171	16167173	2	16495119	16495119	-	+	0	0	83	62	0	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
339	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16167595	16167597	2	16483007	16483007	-	+	0	0	100	62	0	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
276	T1_T2_T5	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1	29	1.chr2.1	1.chr2.1	15022682.5-16524047	15022682.5-16524047	0.000825915	2	16172561	16172561	2	16337722	16337724	+	-	0	0	87	75	0	0	2	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
312	T1_T2_T5	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1	29	1.chr2.1	1.chr2.1	15022682.5-16524047	15022682.5-16524047	0.000825915	2	16172708	16172715	2	16407176	16407183	+	-	0	0	2460	2158	0	0	13	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	AC010745.2	AC010745.2	ENST00000420404	1	_	UTRintron	1	3	_	100
357	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16173899	16173901	2	16516830	16516832	-	-	0	0	2649	2276	0	3	17	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
236	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16174149	16174151	2	16183100	16183100	-	+	0	0	8	10	0	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	100
248	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16174217	16174217	2	16196742	16196744	+	-	0	0	31	24	0	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	1	4	_	100
297	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16174494	16174496	2	16398132	16398134	-	-	0	0	16	10	0	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
335	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16175453	16175455	2	16463744	16463746	-	-	0	0	59	63	0	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
304	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16182329	16182331	2	16399761	16399763	-	-	0	0	19	17	0	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
365	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16183905	16183907	2	16558749	16558751	-	-	0	0	13	12	0	0	1	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	1	4	_	100
367	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16184003	16184005	2	16559036	16559036	-	+	0	0	32	22	0	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	1	4	_	100
352	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16184017	16184017	2	16505591	16505593	+	-	0	0	29	31	0	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
307	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16184513	16184513	2	16402039	16402039	+	+	0	0	47	29	0	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
331	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16201324	16201324	2	16463474	16463476	+	-	0	0	20	12	0	0	0	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
326	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16206403	16206405	2	16458804	16458806	-	-	0	0	82	68	0	0	0	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	1	4	_	_	_	_	_	_	_	_	_	_	0
259	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.11	15501905-16255326	15501905-16255326	0.041617835	2	16227349	16227351	2	16229796	16229796	-	+	0	0	183	160	0	0	1	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	3	4	_	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	3	4	_	100
378	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16238090	16238092	2	16572617	16572619	-	-	0	0	67	57	0	0	0	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	2	4	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	1	4	_	100
379	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16238107	16238107	2	16572617	16572619	+	-	0	0	14	2	0	0	0	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	2	4	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	1	4	_	100
278	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.11	1.chr2.12	15501905-16255326	16346957-16580599	0.041617835	2	16241187	16241189	2	16346957	16346957	-	+	0	0	91	78	0	0	0	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	2	4	_	_	_	_	_	_	_	_	_	_	0
321	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.12	1.chr2.12	16346957-16580599	16346957-16580599	0.041617835	2	16355888	16355890	2	16421542	16421542	-	+	0	0	97	77	0	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
360	T1_T2_T5	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1	29	1.chr2.1	1.chr2.1	15022682.5-16524047	15022682.5-16524047	0.000825915	2	16379276	16379278	2	16524047	16524047	-	+	0	0	215	169	0	0	2	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
308	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.12	1.chr2.12	16346957-16580599	16346957-16580599	0.041617835	2	16401309	16401309	2	16402097	16402099	+	-	0	0	76	72	0	0	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
393	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.12	1.chr2.12	16346957-16580599	16346957-16580599	0.041617835	2	16403453	16403453	2	16580599	16580599	+	+	0	0	73	54	0	0	0	_	_	_	_	_	_	_	_	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	2	4	_	0
389	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.12	1.chr2.12	16346957-16580599	16346957-16580599	0.041617835	2	16406732	16406732	2	16578855	16578855	+	+	0	0	61	53	0	0	1	AC010745.2	AC010745.2	ENST00000420404	1	_	UTRintron	1	3	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	2	4	_	100
366	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.12	1.chr2.12	16346957-16580599	16346957-16580599	0.041617835	2	16505614	16505614	2	16558765	16558767	+	-	0	0	45	34	0	1	0	_	_	_	_	_	_	_	_	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	1	4	_	0
383	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.12	1.chr2.12	16346957-16580599	16346957-16580599	0.041617835	2	16533209	16533211	2	16573899	16573899	-	+	0	0	192	142	0	0	1	_	_	_	_	_	_	_	_	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	2	4	_	0
391	T1_T2	high	D1,D2 100%	chromothripsis	5	mycn	#6C00DF	complex	1_2	227	1.chr2.12	1.chr2.12	16346957-16580599	16346957-16580599	0.041617835	2	16578849	16578849	2	16579510	16579512	+	-	0	0	50	44	0	0	1	AC010880.1	AC010880.1	ENST00000425176	1	_	UTRintron	2	3	_	AC010880.1	AC010880.1	ENST00000425176	1	_	UTRintron	2	3	_	100
456	T1_T2	high	D1,D2 100%	simple_deletion	6	none	#6C00DF	simple_deletion	2	1	2.chr8.1	2.chr8.2	128864522-128864522	128909647-128909647	NA	8	128864521	128864523	8	128909646	128909648	+	+	0	0	21	24	0	0	0	PVT1	PVT1	ENST00000521951	1	_	UTRintron	1	3	_	PVT1	PVT1	ENST00000521951	1	_	UTRintron	2	3	_	100
463	T1_T2	high	D1,D2 100%	simple_deletion	7	none	#6C00DF	simple_deletion	3	1	3.chr9.1	3.chr9.2	23742115.5-23742115.5	23761037.5-23761037.5	NA	9	23742115	23742116	9	23761037	23761038	+	+	0	0	38	44	0	0	0	ELAVL2	ELAVL2	ENST00000397312	-1	1	intron	2	7	_	ELAVL2	ELAVL2	ENST00000397312	-1	1	intron	2	7	_	460
461	T1_T2	high	D1,D2 100%	simple_deletion	8	none	#6C00DF	simple_deletion	4	1	4.chr10.1	4.chr10.2	115509726.5-115509726.5	116080420.5-116080420.5	NA	10	115509726	115509727	10	116080420	116080421	+	+	0	0	35	44	0	0	1	_	_	_	_	_	_	_	_	_	AFAP1L2	AFAP1L2	ENST00000304129	-1	1	intron	5	19	_	0
429	T1_T2	high	D1,D2 100%	tandem_duplication	9	none	#6C00DF	tandem_duplication	1_3	1	1.chr12.4	1.chr12.5	99089910.5-99089910.5	99093762.5-99093762.5	0.041617835	12	99089910	99089911	12	99093762	99093763	-	-	0	0	89	67	0	0	0	APAF1	APAF1	ENST00000357310	1	0	intron	16	26	_	APAF1	APAF1	ENST00000357310	1	0	intron	17	26	_	880
465	T1_T2	high	D1,D2 100%	complex_unclassified	10	TSC2	#6C00DF	complex	1_1	3	1.chr16.6	1.chr16.7	2099566-2100123	2115452-2116838	0.041617835	16	2099566	2099566	16	2116367	2116369	+	-	0	0	41	13	0	0	0	TSC2	TSC2	ENST00000219476	1	0	intron	2	42	_	TSC2	TSC2	ENST00000219476	1	0	intron	16	42	_	530
466	T1_T2	high	D1,D2 100%	complex_unclassified	10	TSC2	#6C00DF	complex	1_1	3	1.chr16.6	1.chr16.7	2099566-2100123	2115452-2116838	0.041617835	16	2099570	2099572	16	2116838	2116838	-	+	0	0	29	12	1	0	0	TSC2	TSC2	ENST00000219476	1	0	intron	2	42	_	TSC2	TSC2	ENST00000219476	1	0	intron	16	42	_	530
464	T1_T2	high	D1,D2 100%	complex_unclassified	10	TSC2	#6C00DF	complex	1_1	3	1.chr16.6	1.chr16.7	2099566-2100123	2115452-2116838	0.041617835	16	2100123	2100123	16	2115452	2115452	+	+	0	0	24	10	0	0	0	TSC2	TSC2	ENST00000219476	1	0	intron	2	42	_	TSC2	TSC2	ENST00000219476	1	0	intron	15	42	_	880
6	T3_T4	high	SL1,SL2 100%	DM	11	MDM4	#00778C	inversion	1_2	1	1.chr1.1	1.chr1.1	200925346.5-206302024.5	200925346.5-206302024.5	0.000647659	1	200925346	200925347	1	206302024	206302025	-	+	0	0	0	0	272	209	0	_	_	_	_	_	_	_	_	_	RP11-38J22.6	RP11-38J22.6	ENST00000455672	-1	_	UTRintron	1	3	_	0
4	T3_T4	high	SL1,SL2 100%	DM	11	MDM4	#00778C	tandem_duplication	1_1	1	1.chr1.1	1.chr1.1	200925346.5-206302024.5	200925346.5-206302024.5	0.000647659	1	201470134	201470136	1	201493258	201493260	-	-	0	0	0	0	211	164	0	CSRP1	CSRP1	ENST00000367306	-1	_	5UTRintron	2	7	_	RPS10P7	RPS10P7	ENST00000441932	1	_	UTRintron	1	2	_	100
301	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15045032	15045032	2	16399407	16399409	+	-	0	0	0	0	342	340	0	AC068286.1	AC068286.1	ENST00000416173	-1	_	UTRintron	1	3	_	_	_	_	_	_	_	_	_	_	0
30	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15048323	15048325	2	15544382	15544382	-	+	0	0	0	0	736	445	3	_	_	_	_	_	_	_	_	_	NBAS	NBAS	ENST00000281513	-1	0	intron	25	52	_	0
10	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15053841	15053841	2	15058718	15058718	+	+	0	0	0	0	283	274	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
36	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15060145	15060145	2	15591783	15591783	+	+	0	0	0	0	480	492	3	_	_	_	_	_	_	_	_	_	NBAS	NBAS	ENST00000281513	-1	2	intron	21	52	_	0
109	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15063858	15063858	2	16003477	16003479	+	-	0	0	0	0	117	148	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
110	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15063858	15063858	2	16003478	16003478	+	+	0	0	0	0	160	137	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
98	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15064351	15064353	2	15978177	15978179	-	-	0	0	0	0	336	415	2	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
56	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15120891	15120891	2	15759709	15759711	+	-	0	0	0	0	572	376	1	_	_	_	_	_	_	_	_	_	DDX1	DDX1	ENST00000381341	1	0	intron	17	27	_	0
261	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15123397	15123397	2	16233799	16233799	+	+	0	0	0	0	461	493	1	_	_	_	_	_	_	_	_	_	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	3	4	_	0
350	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15134507	15134508	2	16503150	16503151	-	-	0	0	0	0	471	463	1	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
140	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15218275	15218275	2	16085365	16085365	+	+	0	0	0	0	165	202	0	_	_	_	_	_	_	_	_	_	MYCN	MYCN	ENST00000281043	1	1	intron	2	3	_	0
27	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15221908	15221910	2	15522168	15522168	-	+	0	0	0	0	231	251	0	_	_	_	_	_	_	_	_	_	NBAS	NBAS	ENST00000281513	-1	0	intron	29	52	_	0
87	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15225759	15225759	2	15926426	15926426	+	+	0	0	0	0	448	508	2	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
32	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15274138	15274140	2	15549503	15549503	-	+	0	0	0	0	188	190	0	_	_	_	_	_	_	_	_	_	NBAS	NBAS	ENST00000281513	-1	0	intron	25	52	_	0
41	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15325866	15325868	2	15632727	15632729	-	-	0	0	0	0	498	502	1	NBAS	NBAS	ENST00000281513	-1	0	intron	50	52	_	NBAS	NBAS	ENST00000281513	-1	0	intron	11	52	_	880
57	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15508627	15508627	2	15764589	15764589	+	+	0	0	0	0	294	304	0	NBAS	NBAS	ENST00000281513	-1	1	intron	31	52	_	DDX1	DDX1	ENST00000381341	1	1	intron	20	27	_	540
325	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15517736	15517738	2	16453624	16453626	-	-	0	0	0	0	508	491	0	NBAS	NBAS	ENST00000281513	-1	2	intron	30	52	_	_	_	_	_	_	_	_	_	_	0
126	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15534474	15534474	2	16048646	16048648	+	-	0	0	0	0	492	485	1	NBAS	NBAS	ENST00000281513	-1	2	intron	27	52	_	_	_	_	_	_	_	_	_	_	0
39	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15547239	15547239	2	15615355	15615355	+	+	0	0	0	0	395	426	1	NBAS	NBAS	ENST00000281513	-1	0	intron	25	52	_	NBAS	NBAS	ENST00000281513	-1	0	intron	14	52	_	880
275	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15574900	15574900	2	16335303	16335303	+	+	0	0	0	0	928	487	1	NBAS	NBAS	ENST00000281513	-1	2	intron	21	52	_	_	_	_	_	_	_	_	_	_	0
38	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15575273	15575273	2	15607537	15607539	+	-	0	0	0	0	474	533	1	NBAS	NBAS	ENST00000281513	-1	2	intron	21	52	_	NBAS	NBAS	ENST00000281513	-1	2	intron	18	52	_	530
70	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15635017	15635019	2	15842788	15842790	-	-	0	0	0	0	468	499	1	NBAS	NBAS	ENST00000281513	-1	0	intron	11	52	_	_	_	_	_	_	_	_	_	_	0
99	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15915618	15915620	2	15983488	15983488	-	+	0	0	0	0	117	148	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
132	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15927524	15927524	2	16061898	16061898	+	+	0	0	0	0	459	503	2	_	_	_	_	_	_	_	_	_	MYCNUN	MYCNUN	ENST00000433810	1	_	UTRintron	2	3	_	0
135	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	15929351	15929353	2	16071289	16071291	-	-	0	0	0	0	499	491	1	_	_	_	_	_	_	_	_	_	MYCNUN	MYCNUN	ENST00000433810	1	_	UTRintron	2	3	_	0
354	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	16016373	16016375	2	16512650	16512650	-	+	0	0	0	0	55	40	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
355	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	16016435	16016435	2	16512650	16512650	+	+	0	0	0	0	657	370	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
359	T3_T4	high	SL1,SL2 100%	DM	12	mycn	#00778C	complex	2	28	2.chr2.1	2.chr2.1	15045032-16520031	15045032-16520031	0.001944462	2	16224161	16224161	2	16520031	16520031	+	+	0	0	0	0	406	444	0	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	3	4	_	_	_	_	_	_	_	_	_	_	0
16	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	15048386	15048386	2	15284190	15284192	+	-	0	0	0	12	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
51	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	15050955	15050955	2	15734244	15734244	+	+	0	0	0	13	0	0	0	_	_	_	_	_	_	_	_	_	DDX1	DDX1	ENST00000381341	1	1	intron	2	27	_	0
22	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	15136537	15136537	2	15429260	15429262	+	-	0	0	0	25	0	0	0	_	_	_	_	_	_	_	_	_	NBAS	NBAS	ENST00000281513	-1	2	intron	41	52	_	0
77	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	15161670	15161670	2	15897223	15897225	+	-	0	0	0	48	0	1	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
251	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	15162734	15162736	2	16204854	16204854	-	+	0	0	0	53	0	0	0	_	_	_	_	_	_	_	_	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	1	4	_	0
101	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	15209708	15209710	2	15987903	15987905	-	-	0	0	0	18	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
21	T2	high	D2 16%	DM	13	mycn	#FCD5B4	complex	1	31	1.chr2.5	1.chr2.5	15048386-16579721	15048386-16579721	0.048609942	2	15261074	15261076	2	15421235	15421235	-	+	0	0	0	28	0	0	0	_	_	_	_	_	_	_	_	_	NBAS	NBAS	ENST00000281513	-1	2	intron	42	52	_	0
