id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I.H.118706.T20.01.WG01.count	I.H.118706.T1.1.D1.1.count	I.H.118706.T10.1.D1.1.count	I.H.118706.T11.1.D1.1.count	I.H.118706.T12.1.D1.1.count	I.H.118706.T13.1.D1.1.count	I.H.118706.T14.1.D1.1.count	I.H.118706.T15.1.D1.1.count	I.H.118706.T16.1.D1.1.count	I.H.118706.T17.1.D1.1.count	I.H.118706.T2.1.D1.1.count	I.H.118706.T3.1.D1.1.count	I.H.118706.T4.1.D1.1.count	I.H.118706.T5.1.D1.1.count	I.H.118706.T9.1.D1.1.count	I.H.118706.T19.1.D1.1.count	I.H.118706.T19.2.D1.1.count	I.H.118706.T19.3.D1.1.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
377	T11_6__T12_84__T9_8	high_conf	T11_4__T12_89__T9_5	DM	20	mycn	#EBDAFE	simple_deletion	25	1	NA	NA	NA	NA	NA	2	16415331	16415331	2	184100248	184100248	+	+	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	1	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
156	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16425702	16425702	2	16455995	16455997	+	-	0	0	0	0	34	22	27	26	19	6	37	40	0	33	18	28	17	19	23	12	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
151	T5	high_conf	T5_69	DM	85	mycn	#027FFF	complex	10	7	NA	NA	NA	NA	NA	2	16431323	16431323	2	16436041	16436041	+	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	1	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
290	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16438055	16438057	2	16736855	16736855	-	+	0	0	0	0	44	32	63	28	37	6	44	55	1	47	33	33	19	27	22	20	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	0	intron	10	12	_	0
262	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16438844	16438846	2	16651513	16651515	-	-	0	0	0	0	46	30	45	32	31	9	41	34	1	30	36	36	20	33	17	16	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
238	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16452983	16452985	2	16616255	16616255	-	+	0	0	0	0	47	30	73	32	35	8	36	49	1	63	27	23	26	29	21	22	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
271	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16456473	16456475	2	16689320	16689322	-	-	0	0	0	0	27	20	28	34	25	12	43	49	1	32	43	27	13	30	23	16	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
329	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16458054	16458056	2	16811728	16811728	-	+	0	0	0	0	31	21	39	34	26	10	43	38	0	35	29	26	21	34	18	18	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	0
355	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16459376	16459376	2	16841708	16841710	+	-	0	0	0	0	36	26	27	19	29	5	35	23	0	29	29	16	11	20	9	13	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	0
194	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16462572	16462574	2	16530207	16530207	-	+	0	0	0	0	38	25	64	34	31	6	44	31	0	37	21	32	26	23	15	23	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
169	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16463069	16463069	2	16485077	16485077	+	+	0	0	0	2	31	19	24	35	30	9	33	30	0	25	31	30	14	22	16	16	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
266	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16464625	16464627	2	16665068	16665068	-	+	0	0	0	0	49	25	28	30	35	9	46	36	0	29	29	31	18	25	14	29	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
340	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16472433	16472433	2	16830228	16830230	+	-	0	0	0	0	30	20	40	43	41	9	40	33	0	47	32	37	26	35	16	23	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	0
423	T14	high_conf	T14_62	DM	39	mycn	#E5D1C0	complex	11	3	NA	NA	NA	NA	NA	2	16477629	16477632	5	71117795	71117798	-	+	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
213	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16501429	16501429	2	16575429	16575429	+	+	0	0	0	0	26	18	44	23	33	7	33	34	0	31	34	28	19	30	11	16	_	_	_	_	_	_	_	_	_	AC010880.1	AC010880.1	ENST00000427950	1	_	UTRintron	2	4	_	0
339	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16504870	16504872	2	16829421	16829423	-	-	0	0	0	0	21	16	21	19	21	4	33	22	0	34	27	21	12	21	13	17	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	0
241	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16510002	16510002	2	16624425	16624427	+	-	0	0	0	0	9	3	7	9	16	1	6	9	0	9	7	9	8	8	5	3	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
242	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16510112	16510112	2	16624466	16624466	+	+	0	0	0	1	33	14	26	19	18	3	23	22	0	18	28	21	15	18	16	24	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
277	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16518687	16518689	2	16702167	16702167	-	+	0	0	0	0	35	28	25	31	32	11	38	31	0	40	33	36	22	42	23	16	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
311	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16533044	16533046	2	16768990	16768992	-	+	0	0	0	0	47	19	29	31	27	8	45	40	0	36	21	31	10	25	26	18	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	1	intron	3	12	_	0
282	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16552127	16552127	2	16715258	16715258	+	+	0	0	0	0	30	28	31	31	27	13	36	36	0	22	19	29	18	25	26	14	AC010880.1	AC010880.1	ENST00000425176	1	_	UTRintron	1	3	_	_	_	_	_	_	_	_	_	_	0
232	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16570556	16570556	2	16603082	16603084	+	-	0	0	0	1	44	35	58	25	28	12	45	46	0	34	40	39	21	19	24	19	AC010880.1	AC010880.1	ENST00000425176	1	_	UTRintron	1	3	_	AC010880.1	AC010880.1	ENST00000425176	1	_	UTRintron	2	3	_	100
237	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16574941	16574941	2	16613870	16613870	+	+	0	0	0	0	32	19	31	35	33	9	49	33	0	34	28	36	18	19	18	18	AC010880.1	AC010880.1	ENST00000425176	1	_	UTRintron	2	3	_	AC010880.1	AC010880.1	ENST00000425176	1	_	UTRexon	3	3	_	100
317	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16583947	16583947	2	16787795	16787795	+	+	0	0	0	0	34	27	29	33	26	3	34	44	0	31	40	36	22	31	25	22	AC010880.1	AC010880.1	ENST00000425176	1	_	UTRintron	2	3	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	2	12	_	100
325	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16591776	16591776	2	16802787	16802789	+	-	0	0	0	0	50	25	58	40	40	10	38	31	0	29	37	27	19	30	23	18	AC010880.1	AC010880.1	ENST00000425176	1	_	UTRintron	2	3	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	2	12	_	100
250	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16610896	16610896	2	16630476	16630476	+	+	0	0	0	0	36	20	43	29	22	4	34	22	0	23	18	29	14	19	8	8	AC010880.1	AC010880.1	ENST00000425176	1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
261	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16611367	16611367	2	16649407	16649409	+	-	0	0	0	0	53	31	36	32	28	9	49	44	0	46	28	31	27	31	15	17	AC010880.1	AC010880.1	ENST00000425176	1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
260	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16612622	16612624	2	16643821	16643821	-	+	0	0	0	0	34	26	26	28	27	11	31	20	0	38	20	29	19	25	20	17	AC010880.1	AC010880.1	ENST00000425176	1	_	UTRintron	2	3	_	_	_	_	_	_	_	_	_	_	0
314	T5	high_conf	T5_69	DM	85	mycn	#027FFF	complex	10	7	NA	NA	NA	NA	NA	2	16612656	16612658	2	16783577	16783577	-	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	AC010880.1	AC010880.1	ENST00000425176	1	_	UTRintron	2	3	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	2	12	_	100
320	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16640063	16640065	2	16792213	16792213	-	+	0	0	0	1	35	20	32	32	43	6	43	40	1	38	24	35	12	22	25	18	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	2	12	_	0
334	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16647537	16647537	2	16823124	16823126	+	-	0	0	0	0	40	27	30	36	42	8	47	35	0	31	30	35	21	32	13	19	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	0
349	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16657179	16657181	2	16834822	16834824	-	-	0	0	0	1	46	46	74	55	55	19	77	65	0	54	58	44	31	43	36	38	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	0
454	T19_2	high_conf	T192_34	DM	64	mycn	#CBA382	reciprocal_translocation	10	2	NA	NA	NA	NA	NA	2	16660163	16660163	3	149491326	149491328	+	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	_	_	_	_	_	_	_	_	_	ANKUB1	ANKUB1	ENST00000446160	-1	1	intron	3	6	_	0
455	T19_2	high_conf	T192_34	DM	64	mycn	#CBA382	reciprocal_translocation	10	2	NA	NA	NA	NA	NA	2	16660172	16660174	3	149491356	149491356	-	+	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	0	_	_	_	_	_	_	_	_	_	ANKUB1	ANKUB1	ENST00000446160	-1	1	intron	3	6	_	0
269	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16669433	16669435	2	16686600	16686602	-	-	0	0	0	1	38	21	30	25	36	7	37	36	1	26	25	29	16	23	15	14	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
336	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16684350	16684352	2	16826395	16826395	-	+	0	0	0	0	26	21	43	31	25	8	36	39	0	38	47	31	18	29	24	18	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	0
324	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16690633	16690633	2	16802133	16802135	+	-	0	0	0	0	37	26	28	23	36	5	39	25	0	21	23	23	22	30	18	14	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	2	12	_	0
279	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16690847	16690849	2	16710821	16710821	-	+	0	0	0	0	30	22	25	28	28	11	35	45	1	36	42	24	19	29	21	19	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
315	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16716206	16716206	2	16783954	16783956	+	-	0	0	0	0	62	49	64	67	51	16	78	68	1	66	49	63	44	51	55	40	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	2	12	_	0
321	T5	high_conf	T5_69	DM	85	mycn	#027FFF	complex	10	7	NA	NA	NA	NA	NA	2	16728879	16728879	2	16795842	16795844	+	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	_	_	_	_	_	_	_	_	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	2	12	_	0
330	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16734763	16734763	2	16816365	16816367	+	-	0	0	0	1	31	20	23	15	17	2	23	23	0	17	19	17	13	10	13	7	FAM49A	FAM49A	ENST00000381323	-1	2	intron	11	12	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	200
333	T1/T11	high_conf	T1_69__T11_6	DM	12	mycn	#00C700	complex	11	5	NA	NA	NA	NA	NA	2	16743662	16743662	2	16823060	16823060	+	+	0	0	0	71	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FAM49A	FAM49A	ENST00000381323	-1	1	intron	5	12	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	200
391	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	complex_unclassified	7	none	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16746744	16746745	6	17097294	17097295	-	+	0	0	0	0	24	15	28	26	19	7	20	14	0	15	26	11	9	18	9	11	FAM49A	FAM49A	ENST00000381323	-1	0	intron	4	12	_	_	_	_	_	_	_	_	_	_	0
32	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	complex_unclassified	7	none	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16786303	16786303	17	77692052	77692052	+	+	0	0	0	0	41	13	25	24	25	10	45	28	0	27	28	25	15	30	14	27	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	2	12	_	_	_	_	_	_	_	_	_	_	0
352	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	chromothripsis	7	mycn	#FF9D00	complex	12	181	NA	NA	NA	NA	NA	2	16793081	16793081	2	16839640	16839640	+	+	0	0	0	1	27	24	25	33	35	11	51	31	0	35	34	33	17	27	22	19	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	2	12	_	FAM49A	FAM49A	ENST00000381323	-1	_	5UTRintron	1	12	_	840
523	T20/T1/T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	trunk	DM	3	mycn	#646464	inversion	12	1	NA	NA	NA	NA	NA	2	16843216	16843606	2	16846481	16846481	+	-	0	0	2847	195	1376	945	1521	1158	1544	306	1493	1279	26	1351	1137	1634	726	1053	769	710																			NA
411	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	complex_unclassified	10	2p_gain	#FF9D00	complex	14	2	NA	NA	NA	NA	NA	2	56154551	56154552	14	81643419	81643420	+	+	0	0	0	0	39	19	41	37	26	7	45	41	0	40	38	29	20	31	16	14	_	_	_	_	_	_	_	_	_	GTF2A1	GTF2A1	ENST00000553612	-1	_	3UTRexon	9	9	_	0
367	T19_2	high_conf	T192_34	simple_deletion	65	none	#CBA382	simple_deletion	2	1	2.chr2.1	2.chr2.2	123629624-123629624	123630525-123630525	NA	2	123629624	123629624	2	123630525	123630525	+	+	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
369	T16	high_conf	T16_100	complex_unclassified	45	none	#033FFF	complex	2	2	2.chr2.1	2.chr2.1	124645017-124646896	124645017-124646896	2.68E-08	2	124645016	124645018	2	124646895	124646897	-	-	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
368	T16	high_conf	T16_100	complex_unclassified	45	none	#033FFF	complex	2	2	2.chr2.1	2.chr2.1	124645017-124646896	124645017-124646896	2.68E-08	2	124645496	124645496	2	124646893	124646893	+	+	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
371	T5	high_conf	T5_69	reciprocal_inversion	86	none	#027FFF	reciprocal_inversion	2	2	2.chr2.2	2.chr2.2	147981710-148143268	147981710-148143268	0.047170578	2	147981709	147981711	2	148143268	148143268	-	+	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
370	T5	high_conf	T5_69	reciprocal_inversion	86	none	#027FFF	reciprocal_inversion	2	2	2.chr2.2	2.chr2.2	147981710-148143268	147981710-148143268	0.047170578	2	147981710	147981710	2	148143262	148143264	+	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
372	T17	high_conf	T17_45	complex_unclassified	51	none	#339C89	complex	1	3	1.chr2.1	1.chr2.1	148748147.5-148877358.5	148748147.5-148877358.5	0.002078601	2	148748147	148748148	2	148877358	148877359	-	-	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	ORC4	ORC4	ENST00000392857	-1	_	5UTRintron	1	14	_	MBD5	MBD5	ENST00000407073	1	_	5UTRintron	2	15	_	360
374	T17	high_conf	T17_45	complex_unclassified	51	none	#339C89	complex	1	3	1.chr2.1	1.chr2.2	148748147.5-148877358.5	154408926-154408933	0.002078601	2	148837067	148837067	2	154408933	154408933	+	+	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	MBD5	MBD5	ENST00000407073	1	_	5UTRintron	2	15	_	_	_	_	_	_	_	_	_	_	0
373	T17	high_conf	T17_45	complex_unclassified	51	none	#339C89	complex	1	3	1.chr2.1	1.chr2.2	148748147.5-148877358.5	154408926-154408933	0.002078601	2	148837083	148837085	2	154408925	154408927	-	-	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	MBD5	MBD5	ENST00000407073	1	_	5UTRintron	2	15	_	_	_	_	_	_	_	_	_	_	0
375	T13	high_conf	T13_100	simple_deletion	31	none	#FF66B2	simple_deletion	1	1	1.chr2.1	1.chr2.2	154820759-154820759	155128945-155128945	NA	2	154820755	154820763	2	155128941	155128949	+	+	0	0	0	0	0	0	0	29	2	0	0	0	0	0	0	0	0	0	0	0	GALNT13	GALNT13	ENST00000392825	1	1	intron	3	13	_	GALNT13	GALNT13	ENST00000392825	1	0	intron	8	13	_	680
382	T17	high_conf	T17_45	reciprocal_inversion	52	none	#339C89	reciprocal_inversion	2	2	2.chr2.1	2.chr2.2	200821548-200821568	201123201-201123201	3.19E-10	2	200821548	200821548	2	201123200	201123202	+	-	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	C2orf47	C2orf47	ENST00000295079	1	0	intron	2	6	_	_	_	_	_	_	_	_	_	_	0
383	T17	high_conf	T17_45	reciprocal_inversion	52	none	#339C89	reciprocal_inversion	2	2	2.chr2.1	2.chr2.2	200821548-200821568	201123201-201123201	3.19E-10	2	200821567	200821569	2	201123201	201123201	-	+	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	C2orf47	C2orf47	ENST00000295079	1	0	intron	2	6	_	_	_	_	_	_	_	_	_	_	0
449	T10/T11/T12/T13/T14/T15/T16/T17/T3/T4/T5/T9/T19_1/T19_2/T19_3	high_conf	mets_100	simple_deletion	8	none	#FF9D00	simple_deletion	32	1	NA	NA	NA	NA	NA	3	24827554	24827555	3	24945463	24945464	+	+	0	0	0	0	47	29	43	32	34	12	35	40	0	33	31	41	18	32	16	14	AC133680.1	AC133680.1	ENST00000455576	1	_	UTRintron	2	6	_	AC133680.1	AC133680.1	ENST00000455576	1	_	UTRintron	4	6	_	100
462	T5	high_conf	T5_69	complex_unclassified	87	none	#027FFF	complex	12	2	NA	NA	NA	NA	NA	3	26269658	26269660	3	184325421	184325423	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
463	T5	high_conf	T5_69	complex_unclassified	87	none	#027FFF	complex	12	2	NA	NA	NA	NA	NA	3	26270368	26270369	3	184325424	184325425	+	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
475	T12_3__T9_78	high_conf	T12_3__T9_78	complex_unclassified	21	none	#9E48FA	unbalanced_translocation	39	1	NA	NA	NA	NA	NA	3	60996470	60996471	4	73229262	73229263	+	-	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	19	0	0	0	FHIT	FHIT	ENST00000492590	-1	_	5UTRintron	3	10	_	ADAMTS3	ADAMTS3	ENST00000286657	-1	1	intron	4	22	_	580
450	T19_3	high_conf	T193_83	tandem_duplication	69	none	#99DEB5	tandem_duplication	41	1	NA	NA	NA	NA	NA	3	65147887	65147888	3	66609331	66609332	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
